Rotación;Edad;Viaje de Negocios;Departamento;Distancia_Casa;Educación;Campo_Educación;Satisfacción_Ambiental;Genero;Cargo;Satisfación_Laboral;Estado_Civil;Ingreso_Mensual;Trabajos_Anteriores;Horas_Extra;Porcentaje_aumento_salarial;Rendimiento_Laboral;Años_Experiencia;Capacitaciones;Equilibrio_Trabajo_Vida;Antigüedad;Antigüedad_Cargo;Años_ultima_promoción;Años_acargo_con_mismo_jefe
No;27;Frecuentemente;Ventas;2;1;Ciencias;4;M;Ejecutivo_Ventas;4;Soltero;5071;3;No;20;4;8;3;3;6;2;0;0
Si;55;Raramente;Ventas;13;4;Mercadeo;1;M;Ejecutivo_Ventas;3;Soltero;13695;6;Si;17;3;24;2;2;19;7;3;8
No;56;Raramente;IyD;23;3;Ciencias;4;M;Director_Manofactura;2;Casado;13402;4;Si;12;3;33;0;3;19;16;15;9
No;34;No_Viaja;IyD;26;1;Tecnicos;1;F;Investigador_Cientifico;3;Divorciado;2029;1;No;20;4;5;2;3;5;4;0;0
No;40;Raramente;IyD;2;1;Salud;2;F;Representante_Salud;3;Divorciado;6377;5;No;20;4;15;0;3;12;11;11;8
No;34;Raramente;IyD;29;3;Salud;2;M;Tecnico_Laboratorio;3;Casado;5429;4;No;13;3;10;1;3;8;7;7;7
Si;31;Frecuentemente;Ventas;2;3;Ciencias;3;F;Representante_Ventas;4;Soltero;2785;7;No;14;3;3;3;4;1;0;0;0
Si;35;Frecuentemente;Ventas;18;4;Mercadeo;4;F;Ejecutivo_Ventas;3;Casado;4614;0;Si;18;3;5;0;2;4;2;3;2
No;38;Frecuentemente;IyD;7;3;Ciencias;4;M;Investigador_Cientifico;3;Divorciado;2610;1;No;11;3;4;2;3;4;2;0;3
No;34;Raramente;IyD;2;4;Tecnicos;3;F;Representante_Salud;4;Soltero;6687;1;No;11;3;14;2;4;14;11;4;11
No;28;Raramente;Ventas;26;3;Ciencias;3;M;Ejecutivo_Ventas;1;Casado;4724;1;No;11;3;5;0;3;5;3;0;4
Si;31;Raramente;IyD;22;4;Salud;4;M;Director_Manofactura;3;Casado;6179;1;Si;15;3;10;3;2;10;2;6;7
No;39;Raramente;Ventas;21;4;Ciencias;1;M;Ejecutivo_Ventas;4;Casado;6120;3;Si;12;3;8;2;4;5;4;1;4
No;51;Frecuentemente;Ventas;2;3;Mercadeo;2;M;Ejecutivo_Ventas;2;Casado;10596;2;No;11;3;14;5;3;4;2;3;2
No;41;Frecuentemente;IyD;22;3;Ciencias;4;F;Investigador_Cientifico;4;Divorciado;5467;3;Si;14;3;12;4;2;6;2;3;3
No;37;Raramente;IyD;4;1;Ciencias;3;M;Investigador_Cientifico;3;Casado;2996;7;Si;15;3;8;2;3;6;4;1;3
No;33;Frecuentemente;Ventas;5;1;Ciencias;2;M;Ejecutivo_Ventas;4;Casado;9998;6;No;13;3;8;2;4;5;4;1;2
No;32;Raramente;Ventas;2;1;Mercadeo;3;M;Ejecutivo_Ventas;2;Casado;4078;0;Si;13;3;4;3;2;3;2;1;2
No;39;No_Viaja;IyD;25;2;Ciencias;3;M;Representante_Salud;3;Casado;10920;3;No;21;4;13;2;3;6;4;0;5
No;25;Raramente;Ventas;18;1;Ciencias;1;M;Ejecutivo_Ventas;3;Casado;6232;2;No;11;3;6;3;2;3;2;1;2
No;52;Frecuentemente;IyD;28;2;Salud;4;F;Director_Manofactura;3;Casado;13247;2;Si;11;3;24;3;2;5;3;0;2
No;43;Raramente;IyD;6;3;Salud;1;F;Investigador_Cientifico;3;Soltero;4081;1;Si;14;3;20;3;1;20;7;1;8
No;27;Raramente;Ventas;10;3;Mercadeo;4;F;Ejecutivo_Ventas;4;Casado;5769;1;Si;11;3;6;3;3;6;2;4;4
Si;27;Raramente;IyD;17;4;Ciencias;4;F;Investigador_Cientifico;3;Soltero;2394;1;Si;13;3;8;2;3;8;2;7;7
No;26;Raramente;IyD;2;1;Salud;1;M;Investigador_Cientifico;4;Soltero;3904;0;No;12;3;5;2;3;4;3;1;1
No;42;Raramente;RH;10;3;Humanidades;3;F;Gerente;1;Casado;16799;0;No;14;3;21;5;3;20;7;0;9
No;52;Raramente;IyD;8;4;Otra;3;F;Tecnico_Laboratorio;1;Casado;2950;9;No;13;3;12;2;1;5;4;0;4
No;37;Raramente;IyD;11;3;Salud;1;F;Tecnico_Laboratorio;3;Soltero;3629;4;No;18;3;8;6;3;3;2;0;2
No;35;Frecuentemente;IyD;18;2;Ciencias;3;M;Director_Manofactura;4;Soltero;9362;2;No;11;3;10;2;3;2;2;2;2
No;25;Raramente;IyD;1;3;Tecnicos;1;M;Tecnico_Laboratorio;4;Casado;3229;4;No;11;3;7;2;2;3;2;0;2
No;26;Raramente;IyD;7;3;Otra;3;M;Tecnico_Laboratorio;1;Soltero;3578;0;No;12;3;8;2;3;7;7;0;7
No;29;Raramente;RH;17;3;Otra;2;M;Recursos_Humanos;1;Soltero;7988;1;No;13;3;10;3;2;10;9;0;9
Si;49;Frecuentemente;IyD;28;2;Ciencias;1;M;Tecnico_Laboratorio;1;Soltero;4284;3;No;20;4;20;2;3;4;3;1;3
Si;29;Frecuentemente;IyD;14;1;Otra;3;F;Representante_Salud;4;Soltero;7553;0;Si;12;3;9;1;3;8;7;7;7
No;54;Raramente;IyD;1;3;Salud;4;F;Director_Investigación;4;Soltero;17328;6;No;19;3;29;3;2;20;7;12;7
No;58;Raramente;IyD;1;3;Salud;4;F;Director_Investigación;1;Casado;19701;3;Si;21;4;32;3;3;9;8;1;5
No;55;Raramente;IyD;1;4;Salud;2;M;Director_Investigación;4;Divorciado;14732;2;No;13;3;31;4;4;7;7;0;0
No;36;Raramente;Ventas;3;4;Mercadeo;1;F;Ejecutivo_Ventas;2;Soltero;9278;3;Si;16;3;15;3;3;5;4;0;1
Si;31;Frecuentemente;Ventas;1;4;Ciencias;2;F;Representante_Ventas;3;Soltero;1359;1;No;12;3;1;3;3;1;0;0;0
No;30;Raramente;Ventas;7;4;Mercadeo;4;F;Ejecutivo_Ventas;1;Divorciado;4779;7;No;14;3;8;3;3;3;2;0;2
No;31;Raramente;IyD;8;5;Ciencias;1;F;Director_Investigación;2;Soltero;16422;3;No;11;3;9;3;4;3;2;1;0
No;34;Frecuentemente;IyD;1;4;Otra;4;M;Investigador_Cientifico;1;Divorciado;2996;5;No;14;3;10;2;3;4;3;1;3
Si;31;Raramente;IyD;8;3;Ciencias;1;F;Investigador_Cientifico;2;Soltero;1261;1;No;12;3;1;3;4;1;0;0;0
No;27;Raramente;IyD;11;1;Ciencias;2;M;Tecnico_Laboratorio;1;Casado;2099;0;No;14;3;6;3;4;5;0;1;4
No;36;Raramente;IyD;4;4;Ciencias;1;M;Tecnico_Laboratorio;4;Soltero;5810;1;No;16;3;10;2;2;10;4;1;8
No;36;Raramente;Ventas;16;4;Mercadeo;3;F;Ejecutivo_Ventas;1;Casado;5647;4;No;13;3;11;3;2;3;2;0;2
No;47;Raramente;IyD;1;3;Tecnicos;1;M;Investigador_Cientifico;4;Casado;3420;7;No;12;3;17;2;2;6;5;1;2
Si;25;Raramente;Ventas;9;2;Ciencias;1;M;Representante_Ventas;1;Casado;4400;3;No;12;3;6;2;3;3;2;2;2
No;37;No_Viaja;IyD;5;2;Tecnicos;3;M;Tecnico_Laboratorio;3;Soltero;3500;0;No;14;3;7;2;1;6;5;1;3
No;56;Raramente;IyD;1;2;Ciencias;1;F;Investigador_Cientifico;1;Casado;2066;2;No;22;4;5;3;4;3;2;1;0
No;47;Raramente;IyD;2;4;Salud;1;F;Director_Investigación;3;Casado;17169;3;No;19;3;26;2;4;20;17;5;6
No;24;Raramente;Ventas;4;1;Salud;4;F;Ejecutivo_Ventas;3;Casado;4162;1;Si;12;3;5;3;3;5;4;0;3
No;32;Raramente;Ventas;7;5;Mercadeo;4;M;Ejecutivo_Ventas;4;Casado;9204;4;No;12;3;7;3;2;4;3;0;3
No;34;Raramente;IyD;1;3;Ciencias;4;F;Tecnico_Laboratorio;2;Casado;3294;5;No;17;3;7;2;2;5;4;0;2
No;41;Raramente;IyD;5;5;Salud;2;M;Investigador_Cientifico;3;Casado;2127;2;Si;12;3;7;5;2;4;2;0;3
No;40;No_Viaja;IyD;9;4;Otra;3;M;Tecnico_Laboratorio;3;Divorciado;3975;3;No;11;3;11;2;4;8;7;0;7
No;31;Raramente;Ventas;8;2;Ciencias;1;M;Ejecutivo_Ventas;4;Divorciado;10793;1;No;18;3;13;5;3;13;7;9;9
Si;46;Raramente;Ventas;9;3;Mercadeo;1;M;Ejecutivo_Ventas;4;Divorciado;10096;4;No;11;3;28;1;4;7;7;4;3
Si;39;No_Viaja;IyD;2;3;Ciencias;1;F;Tecnico_Laboratorio;1;Soltero;3646;2;Si;23;4;11;2;4;1;0;0;0
Si;31;Frecuentemente;IyD;1;5;Ciencias;3;F;Director_Manofactura;2;Soltero;7446;1;No;11;3;10;2;3;10;8;4;7
No;45;Raramente;IyD;20;3;Salud;2;M;Representante_Salud;1;Divorciado;10851;2;Si;18;3;24;2;3;7;7;0;7
No;31;Raramente;RH;8;2;Salud;4;F;Recursos_Humanos;2;Soltero;2109;9;No;18;3;8;3;3;3;2;0;2
Si;31;Frecuentemente;IyD;2;3;Ciencias;2;M;Tecnico_Laboratorio;4;Casado;3722;6;Si;13;3;7;2;1;2;2;2;2
No;45;Raramente;IyD;29;3;Tecnicos;2;M;Director_Manofactura;4;Casado;9380;4;Si;18;3;10;4;4;3;1;1;2
No;48;Raramente;Ventas;7;3;Mercadeo;3;M;Ejecutivo_Ventas;1;Divorciado;5486;4;No;11;3;15;3;3;2;2;2;2
Si;34;Raramente;RH;9;4;Tecnicos;1;F;Recursos_Humanos;3;Casado;2742;1;No;15;3;2;0;3;2;2;2;2
No;40;No_Viaja;IyD;8;1;Salud;4;M;Director_Investigación;2;Divorciado;13757;2;No;11;3;16;5;3;9;8;4;8
No;28;Raramente;Ventas;5;3;Salud;4;M;Ejecutivo_Ventas;1;Soltero;8463;0;No;18;3;6;4;3;5;4;1;3
No;44;No_Viaja;IyD;5;3;Ciencias;3;M;Tecnico_Laboratorio;3;Soltero;3162;3;No;14;3;7;5;3;5;2;0;3
No;53;Raramente;IyD;2;3;Salud;4;M;Director_Investigación;2;Soltero;16598;4;No;12;3;35;2;2;9;8;8;8
No;49;Raramente;IyD;5;4;Tecnicos;1;M;Representante_Salud;3;Casado;6651;2;No;14;3;20;0;2;3;2;1;2
No;40;Raramente;IyD;2;3;Salud;3;M;Investigador_Cientifico;3;Divorciado;2345;2;No;14;3;8;3;4;3;1;1;2
No;44;Raramente;IyD;20;3;Ciencias;4;M;Investigador_Cientifico;2;Soltero;3420;1;No;13;3;6;3;2;5;2;1;3
No;33;Frecuentemente;Ventas;7;3;Salud;4;M;Ejecutivo_Ventas;1;Casado;4373;0;No;14;3;5;2;3;4;3;0;3
No;34;Raramente;Ventas;3;3;Otra;4;M;Ejecutivo_Ventas;1;Soltero;4759;3;No;18;3;15;2;3;13;9;3;12
No;30;Raramente;Ventas;16;1;Ciencias;4;M;Ejecutivo_Ventas;3;Casado;5301;8;No;15;3;4;2;2;2;1;2;2
No;42;Frecuentemente;IyD;9;2;Salud;1;F;Tecnico_Laboratorio;4;Soltero;3673;1;No;13;3;12;3;3;12;9;5;8
No;44;Frecuentemente;Ventas;1;5;Mercadeo;1;F;Ejecutivo_Ventas;3;Casado;4768;7;No;12;3;11;4;2;1;0;0;0
No;30;No_Viaja;IyD;7;3;Tecnicos;3;M;Investigador_Cientifico;3;Divorciado;1274;1;No;13;3;1;2;2;1;0;0;0
No;57;Raramente;IyD;1;2;Ciencias;2;M;Investigador_Cientifico;3;Casado;4900;0;No;24;4;13;2;2;12;9;2;8
No;49;Raramente;IyD;7;4;Ciencias;3;M;Representante_Salud;2;Divorciado;10466;3;No;14;3;29;3;3;8;7;0;7
No;34;Frecuentemente;IyD;15;3;Salud;2;M;Director_Investigación;1;Divorciado;17007;7;No;14;3;16;3;2;14;8;6;9
Si;28;Frecuentemente;Ventas;1;3;Tecnicos;1;M;Representante_Ventas;3;Casado;2909;3;No;15;3;5;3;4;3;2;1;2
Si;29;Frecuentemente;Ventas;13;3;Tecnicos;1;F;Ejecutivo_Ventas;2;Soltero;5765;5;No;11;3;7;4;1;5;3;0;0
Si;34;Raramente;Ventas;24;4;Salud;1;F;Ejecutivo_Ventas;2;Soltero;4599;0;Si;23;4;16;2;4;15;9;10;10
No;35;Raramente;Ventas;7;1;Ciencias;4;M;Representante_Ventas;3;Casado;2404;1;No;13;3;1;3;3;1;0;0;0
Si;24;Frecuentemente;IyD;9;3;Salud;2;M;Tecnico_Laboratorio;1;Soltero;3172;2;Si;11;3;4;2;2;0;0;0;0
No;24;No_Viaja;Ventas;13;2;Ciencias;4;F;Representante_Ventas;2;Casado;2033;1;No;13;3;1;2;3;1;0;0;0
No;44;Frecuentemente;IyD;2;1;Salud;2;M;Director_Manofactura;3;Soltero;10209;5;Si;18;3;16;2;2;2;2;2;2
No;29;Raramente;Ventas;19;3;Ciencias;3;M;Ejecutivo_Ventas;3;Divorciado;8620;1;No;14;3;10;3;3;10;7;0;4
No;30;Raramente;RH;1;3;Ciencias;3;M;Recursos_Humanos;3;Divorciado;2064;0;No;21;4;6;3;4;5;3;1;3
No;55;Raramente;IyD;4;4;Ciencias;4;M;Representante_Salud;3;Casado;4035;0;Si;16;3;4;2;3;3;2;1;2
No;33;Raramente;IyD;4;4;Salud;1;F;Tecnico_Laboratorio;2;Casado;3838;8;No;11;3;8;5;3;5;4;0;2
No;47;Raramente;Ventas;14;3;Salud;3;F;Ejecutivo_Ventas;3;Casado;4591;3;Si;17;3;11;4;2;5;4;1;2
Si;28;Frecuentemente;IyD;2;2;Salud;3;M;Tecnico_Laboratorio;1;Soltero;2561;7;No;11;3;8;2;2;0;0;0;0
No;28;Raramente;IyD;1;3;Ciencias;1;M;Investigador_Cientifico;3;Divorciado;1563;1;No;14;3;1;2;1;1;0;0;0
No;28;Frecuentemente;Ventas;7;3;Ciencias;3;M;Ejecutivo_Ventas;1;Soltero;4898;0;No;14;3;5;5;3;4;2;1;3
No;49;Raramente;IyD;3;2;Salud;3;F;Tecnico_Laboratorio;1;Casado;4789;4;No;25;4;10;3;3;3;2;1;2
No;29;Frecuentemente;IyD;2;1;Ciencias;4;F;Tecnico_Laboratorio;2;Casado;3180;0;No;13;3;4;3;3;3;2;0;2
No;28;Raramente;IyD;29;1;Ciencias;3;M;Director_Manofactura;2;Casado;6549;1;No;14;3;8;2;2;8;6;1;7
No;33;Raramente;IyD;8;5;Ciencias;4;M;Representante_Salud;3;Soltero;6388;2;Si;17;3;14;6;3;0;0;0;0
No;32;Raramente;IyD;10;3;Salud;3;M;Gerente;4;Soltero;11244;2;No;25;4;10;5;4;5;2;0;0
No;54;Frecuentemente;IyD;11;4;Salud;2;F;Gerente;4;Divorciado;16032;3;No;20;4;26;2;3;14;9;1;12
Si;29;Raramente;IyD;1;4;Tecnicos;1;M;Investigador_Cientifico;1;Soltero;2362;6;No;13;3;11;2;1;9;7;0;7
No;44;Raramente;IyD;28;3;Ciencias;4;M;Director_Investigación;1;Casado;16328;3;No;13;3;24;1;4;20;6;14;17
No;39;Raramente;IyD;6;3;Ciencias;2;F;Director_Manofactura;2;Soltero;8376;4;No;18;3;9;3;3;2;0;2;2
No;46;Raramente;Ventas;3;3;Ciencias;3;F;Gerente;2;Casado;16606;8;No;12;3;23;2;4;13;12;5;1
No;35;Raramente;IyD;16;3;Ciencias;4;F;Representante_Salud;2;Soltero;8606;1;No;19;3;11;3;1;11;8;3;3
No;23;Raramente;IyD;20;1;Ciencias;1;M;Tecnico_Laboratorio;3;Soltero;2272;0;No;14;3;5;2;3;4;3;1;2
Si;40;Raramente;IyD;9;4;Ciencias;4;M;Tecnico_Laboratorio;1;Soltero;2018;3;No;14;3;15;3;1;5;4;1;0
No;34;Raramente;Ventas;1;3;Tecnicos;4;M;Ejecutivo_Ventas;3;Casado;7083;1;Si;14;3;10;3;3;10;9;8;6
Si;31;Frecuentemente;IyD;3;3;Ciencias;4;F;Investigador_Cientifico;3;Soltero;4084;1;No;12;3;7;2;1;7;2;7;7
No;50;Frecuentemente;IyD;22;5;Salud;3;M;Director_Investigación;4;Soltero;14411;1;Si;13;3;32;2;3;32;6;13;9
No;34;Raramente;Ventas;7;2;Tecnicos;2;M;Representante_Ventas;3;Casado;2308;0;Si;25;4;12;4;3;11;10;5;7
No;42;Raramente;IyD;2;3;Salud;3;M;Tecnico_Laboratorio;2;Casado;4841;4;No;14;3;4;3;3;1;0;0;0
No;37;Raramente;IyD;13;3;Salud;1;M;Investigador_Cientifico;4;Casado;4285;1;No;17;3;10;2;3;10;8;3;7
No;29;Raramente;IyD;8;1;Otra;3;F;Representante_Salud;1;Casado;9715;3;No;13;3;9;3;3;7;7;0;7
No;33;Raramente;IyD;25;3;Ciencias;4;M;Director_Manofactura;2;Soltero;4320;1;No;13;3;5;2;3;5;3;0;2
No;45;Raramente;IyD;28;3;Tecnicos;4;M;Investigador_Cientifico;4;Casado;2132;4;No;20;4;8;3;3;5;4;0;3
No;42;Frecuentemente;IyD;2;3;Ciencias;4;M;Representante_Salud;4;Casado;10124;2;Si;14;3;24;3;1;20;8;13;9
No;40;Raramente;Ventas;9;2;Salud;1;M;Ejecutivo_Ventas;1;Casado;5473;0;No;12;3;9;5;4;8;4;7;1
No;33;Raramente;IyD;28;4;Ciencias;2;M;Tecnico_Laboratorio;3;Casado;5207;1;Si;12;3;15;3;3;15;14;5;7
No;40;Raramente;RH;6;2;Salud;3;M;Gerente;4;Soltero;16437;1;Si;21;4;21;2;3;21;7;7;7
No;24;Raramente;IyD;21;2;Tecnicos;3;M;Tecnico_Laboratorio;1;Divorciado;2296;0;No;14;3;2;3;3;1;1;0;0
No;40;No_Viaja;IyD;8;2;Ciencias;4;M;Representante_Salud;4;Divorciado;4069;3;Si;18;3;8;2;3;2;2;2;2
No;45;Raramente;IyD;1;4;Tecnicos;1;M;Representante_Salud;2;Divorciado;7441;1;No;12;3;10;4;3;10;8;7;7
No;35;Raramente;Ventas;28;4;Ciencias;2;F;Representante_Ventas;3;Casado;2430;0;No;23;4;6;5;3;5;3;4;2
No;32;Raramente;IyD;5;2;Ciencias;4;F;Investigador_Cientifico;2;Casado;5878;3;No;12;3;12;2;3;7;1;2;5
No;36;Raramente;Ventas;2;4;Ciencias;3;M;Representante_Ventas;4;Soltero;2644;3;Si;21;4;7;3;2;3;2;1;2
No;48;Raramente;Ventas;16;4;Ciencias;3;F;Ejecutivo_Ventas;3;Divorciado;6439;8;No;14;3;18;2;3;8;7;7;7
No;29;Raramente;IyD;9;3;Ciencias;3;M;Investigador_Cientifico;3;Casado;2451;6;No;18;3;5;2;2;1;0;0;0
No;33;Raramente;Ventas;8;4;Ciencias;1;M;Ejecutivo_Ventas;1;Casado;6392;2;No;13;3;8;6;1;2;2;2;2
Si;30;Raramente;Ventas;1;3;Ciencias;2;M;Ejecutivo_Ventas;1;Casado;9714;1;No;11;3;10;4;3;10;8;6;7
No;38;Frecuentemente;RH;10;4;Humanidades;3;M;Recursos_Humanos;3;Casado;6077;3;No;11;3;10;2;3;6;3;1;2
No;35;Raramente;IyD;1;3;Salud;4;M;Tecnico_Laboratorio;1;Soltero;2450;1;No;19;3;3;3;3;3;0;1;2
No;30;Raramente;Ventas;29;4;Tecnicos;3;M;Ejecutivo_Ventas;2;Casado;9250;3;No;12;3;9;3;3;4;2;1;3
Si;35;Raramente;IyD;2;3;Ciencias;1;F;Tecnico_Laboratorio;1;Divorciado;2074;1;Si;12;3;1;2;3;1;0;0;0
Si;53;Raramente;IyD;2;5;Tecnicos;3;F;Director_Manofactura;4;Casado;10169;0;No;16;3;34;4;3;33;7;1;9
Si;38;Raramente;IyD;2;3;Salud;3;M;Director_Manofactura;2;Casado;4855;4;No;11;3;7;2;3;5;2;1;4
No;32;No_Viaja;IyD;1;4;Tecnicos;4;M;Investigador_Cientifico;1;Casado;4087;4;No;14;3;9;3;2;6;5;1;2
No;48;Raramente;IyD;15;4;Otra;3;F;Investigador_Cientifico;1;Casado;2367;8;No;12;3;10;3;2;8;2;7;6
No;34;Raramente;IyD;7;4;Salud;1;M;Investigador_Cientifico;4;Soltero;2972;1;No;13;3;1;4;1;1;0;0;0
No;55;Raramente;Ventas;26;5;Mercadeo;3;M;Gerente;4;Casado;19586;1;No;21;4;36;3;3;36;6;2;13
No;34;Raramente;IyD;1;4;Ciencias;2;M;Investigador_Cientifico;4;Casado;5484;9;No;17;3;9;3;2;2;2;2;1
No;26;Raramente;IyD;3;3;Ciencias;1;F;Investigador_Cientifico;4;Casado;2061;1;No;21;4;1;5;3;1;0;0;0
No;38;Raramente;Ventas;14;3;Ciencias;3;M;Ejecutivo_Ventas;2;Casado;9924;0;No;11;3;10;3;3;9;8;7;7
No;38;Raramente;Ventas;16;3;Ciencias;2;F;Ejecutivo_Ventas;2;Soltero;4198;2;No;12;3;8;5;4;3;2;1;2
No;36;Raramente;Ventas;1;4;Ciencias;2;F;Ejecutivo_Ventas;3;Soltero;6815;6;No;13;3;15;5;3;1;0;0;0
No;29;Raramente;IyD;3;1;Salud;2;M;Tecnico_Laboratorio;1;Soltero;4723;1;Si;18;3;10;3;3;10;9;1;5
No;35;Raramente;IyD;10;4;Salud;1;F;Representante_Salud;3;Soltero;6142;3;Si;16;3;10;4;3;5;2;0;4
No;39;Raramente;Ventas;6;3;Salud;4;M;Ejecutivo_Ventas;3;Casado;8237;2;No;11;3;11;3;3;7;6;7;6
No;29;Frecuentemente;IyD;2;1;Ciencias;1;M;Representante_Salud;4;Divorciado;8853;1;No;19;3;6;0;4;6;4;1;3
No;50;Raramente;Ventas;9;3;Mercadeo;3;M;Gerente;3;Casado;19331;4;Si;16;3;27;2;3;1;0;0;0
No;23;Raramente;IyD;10;3;Tecnicos;4;M;Investigador_Cientifico;3;Casado;2073;2;No;16;3;4;2;3;2;2;2;2
No;36;Frecuentemente;IyD;6;4;Ciencias;1;M;Tecnico_Laboratorio;1;Casado;5562;3;Si;13;3;9;3;3;3;2;0;2
No;42;Raramente;IyD;9;2;Otra;4;M;Gerente;4;Soltero;19613;8;No;22;4;24;2;3;1;0;0;1
No;35;Raramente;IyD;28;3;Ciencias;2;M;Tecnico_Laboratorio;3;Casado;3407;1;No;17;3;10;3;2;10;9;6;8
No;34;Frecuentemente;IyD;10;4;Tecnicos;4;M;Representante_Salud;3;Casado;5063;1;No;14;3;8;3;2;8;2;7;7
No;40;Raramente;Ventas;14;2;Ciencias;4;F;Ejecutivo_Ventas;1;Casado;4639;1;No;15;3;5;2;3;5;4;1;2
No;43;Raramente;IyD;27;3;Tecnicos;4;M;Tecnico_Laboratorio;2;Divorciado;4876;5;No;12;3;8;0;3;6;4;0;2
No;35;Raramente;IyD;7;2;Ciencias;3;M;Tecnico_Laboratorio;4;Casado;2690;1;No;18;3;1;5;2;1;0;0;1
No;46;Raramente;Ventas;1;4;Ciencias;4;M;Gerente;1;Soltero;17567;1;No;15;3;27;5;1;26;0;0;12
Si;28;Raramente;IyD;24;3;Salud;3;M;Tecnico_Laboratorio;2;Casado;2408;1;Si;17;3;1;3;3;1;1;0;0
No;22;No_Viaja;IyD;26;2;Otra;2;F;Investigador_Cientifico;3;Casado;2814;1;Si;14;3;4;2;2;4;2;1;3
No;50;Frecuentemente;IyD;20;5;Salud;2;M;Representante_Salud;3;Casado;11245;2;Si;15;3;32;3;3;30;8;12;13
No;32;Raramente;IyD;5;4;Otra;2;F;Investigador_Cientifico;4;Casado;3312;3;No;17;3;6;3;3;3;2;0;2
No;44;Raramente;IyD;7;3;Salud;2;F;Director_Investigación;4;Divorciado;19049;0;Si;14;3;23;4;2;22;7;1;10
No;30;Raramente;IyD;7;3;Salud;2;M;Investigador_Cientifico;2;Casado;2141;1;No;12;3;6;3;2;6;4;1;1
No;45;Raramente;IyD;5;5;Salud;3;F;Tecnico_Laboratorio;1;Soltero;5769;1;Si;14;3;10;3;3;10;7;1;4
No;45;No_Viaja;Ventas;26;3;Mercadeo;1;M;Ejecutivo_Ventas;1;Casado;4385;1;No;15;3;10;2;3;10;7;4;5
No;31;Frecuentemente;Ventas;2;4;Otra;4;M;Ejecutivo_Ventas;1;Soltero;5332;7;No;13;3;10;3;3;5;2;0;3
No;36;Raramente;IyD;12;4;Ciencias;3;F;Director_Manofactura;3;Casado;4663;9;Si;12;3;7;2;3;3;2;1;1
No;34;Frecuentemente;IyD;10;4;Ciencias;3;M;Director_Manofactura;4;Divorciado;4724;1;No;13;3;9;3;3;9;7;7;2
No;49;Raramente;IyD;25;4;Ciencias;3;F;Tecnico_Laboratorio;1;Casado;3211;1;No;14;3;10;3;2;9;6;1;4
No;39;Raramente;IyD;10;5;Salud;2;M;Director_Manofactura;1;Casado;5377;2;No;13;3;10;3;3;7;7;7;7
No;27;Raramente;IyD;19;3;Otra;4;M;Tecnico_Laboratorio;1;Divorciado;4066;1;No;11;3;7;3;3;7;7;0;7
No;35;Raramente;IyD;18;5;Ciencias;2;M;Investigador_Cientifico;1;Casado;5208;1;No;11;3;16;2;3;16;15;1;10
No;28;Raramente;IyD;27;3;Salud;2;F;Director_Manofactura;1;Divorciado;4877;0;No;21;4;6;5;2;5;3;0;0
No;21;Raramente;IyD;5;1;Salud;3;M;Investigador_Cientifico;4;Soltero;3117;1;No;18;3;3;2;3;2;2;2;2
Si;18;Frecuentemente;Ventas;3;2;Salud;2;F;Representante_Ventas;4;Soltero;1569;1;Si;12;3;0;2;4;0;0;0;0
No;47;Raramente;RH;26;4;Ciencias;4;F;Gerente;3;Casado;19658;3;No;11;3;27;2;3;5;2;1;0
No;39;Raramente;IyD;3;2;Salud;3;M;Tecnico_Laboratorio;3;Divorciado;3069;0;No;15;3;11;3;3;10;8;0;7
No;40;Raramente;IyD;15;3;Ciencias;1;F;Director_Manofactura;3;Casado;10435;1;No;13;3;18;2;3;18;15;14;12
No;35;No_Viaja;IyD;8;4;Ciencias;3;F;Representante_Salud;3;Casado;4148;1;No;12;3;15;5;3;14;11;2;9
No;37;Raramente;IyD;19;3;Ciencias;3;M;Director_Manofactura;3;Casado;5768;3;No;17;3;9;2;2;4;3;0;2
No;39;Frecuentemente;IyD;4;3;Salud;1;F;Director_Manofactura;3;Soltero;5042;0;No;13;3;10;2;1;9;2;3;8
No;45;Raramente;IyD;2;2;Otra;4;F;Director_Manofactura;4;Divorciado;5770;1;No;19;3;10;3;3;10;7;3;9
No;38;Raramente;IyD;2;2;Salud;4;F;Director_Manofactura;3;Casado;7756;3;Si;19;3;10;6;4;5;4;0;2
Si;35;Raramente;Ventas;10;3;Salud;4;M;Ejecutivo_Ventas;1;Casado;10306;9;No;17;3;15;3;3;13;12;6;0
No;37;Raramente;IyD;10;3;Salud;2;F;Investigador_Cientifico;2;Casado;3936;1;No;11;3;8;2;1;8;4;7;7
No;40;Raramente;IyD;16;3;Ciencias;3;F;Director_Manofactura;4;Soltero;7945;6;Si;15;3;18;2;2;4;2;3;3
No;44;Frecuentemente;RH;1;5;Humanidades;1;M;Recursos_Humanos;4;Casado;5743;4;Si;11;3;14;3;3;10;7;0;2
No;48;Frecuentemente;IyD;4;5;Salud;3;M;Gerente;4;Casado;15202;2;No;25;4;23;3;3;2;2;2;2
Si;35;Raramente;Ventas;15;2;Salud;1;M;Ejecutivo_Ventas;4;Divorciado;5440;6;Si;14;3;7;2;2;2;2;2;2
No;24;Frecuentemente;IyD;2;1;Tecnicos;1;F;Investigador_Cientifico;4;Soltero;3760;1;Si;13;3;6;2;3;6;3;1;3
No;27;Raramente;IyD;8;3;Salud;2;F;Investigador_Cientifico;3;Casado;3517;7;No;17;3;5;0;3;3;2;0;2
